MONTH2,ANA,BJC,CER,CHE,CIG,COO,CRA,CSO,DID,FEC,FRE,FRJ,FSF,LND,PTW,RFJ,SDR,SNA,TBR,TNA,TPA,TTI,BER,OAT,SOA,BAT,GRO,SHA,FRD
30,.827306264981487,.866595964336643,.957411826127996,.931226043277362,.852730050542597,.866798631623889,.814463880186338,.788352091372143,.925130862161825,.850216812938615,.853615791885560,.981720877828941,.866095686301197,.992957925831412,.846268898243940,.895789644976140,.909948908079281,.877360354469364,.921636336147608,.757386985427555,.983319934626519,.838106350561144,.910296392773342,.881258235231123,.878244996081001,.871312745763782,.844875528891824,.919548402531208,
31,.831456725457097,.895701149427268,.961253850468666,.897947715116747,.870718200574404,.864128727458788,.828881584122431,.789500222039751,.944061605311063,.833193537342015,.922859251844203,1.02493238844532,.866037195160184,.990524449181644,.784792181123435,.931774043864987,.891731970008297,.853315071373465,.905826623849842,.855377475506123,.965010606107416,.852660998680902,.934358687325174,.896419594997803,.872012152038927,.872084886485477,.845246987470909,.935335240222618,
32,.848897645211004,.858740261146484,.947632154477341,.895544478649399,.886162391169660,.884005512670479,.830641140943171,.822532544008196,.975283179131341,.869639327981859,.662784921497155,1.06332017866462,.892416059039871,.990408652174278,.846619411567834,.952208448583663,.924726561909830,.778355794781561,.952005713512782,.883675665558025,.970997044905092,.821603468946362,.925290179486225,.898678879174442,.898481183186750,.843636198265223,.840741804763161,.921918508274573,
33,.841918535158788,.887188926828045,.968127109382539,.928224489110652,.885943234175613,.869192110402592,.860661046487877,.830465514961294,.945706100628732,.864999481179820,.829135242902206,1.01423906573134,.864744978351324,.977022765049339,.844397052740444,.980324873195994,.903532636654233,.873382444225054,.955690508314608,.883644107730504,1.01289385188658,.768348843138322,.931812093311061,.898935764605271,.898338403307540,.843281755216209,.851993497238087,.908102494512188,.902483335822372
34,.845788822879217,.868727715473441,.963971000623517,.926262373112833,.887186631135672,.856434079005621,.839592144702582,.835078916964612,.968062507241648,.880970370842047,.927653821556895,1.00539770857735,.891330595878454,.981470421196989,.828415868635485,.957744795922071,.839997595279712,.850214404723091,.939379812037046,.892162197085363,.968667518131055,.841777263351711,.917423236319936,.903625832707143,.912033318350819,.837825957558320,.851728044498665,.920863146423373,.912076756459349
35,.859289764853027,.883472515231065,.986679301106555,.942178561468410,.897613263979464,.830529475307317,.814816262980332,.838871598716077,.984568962265086,.877734039226229,.692471252666824,.971940291584385,.915638937919781,1.00871317732045,.809620363685777,1.00345934606296,.823494547183753,.897961475920638,.952705179583642,.882921175405126,.981736101965946,.863313431422664,.931790395773477,.905475983149466,.925176300087220,.871455952003048,.850479603469362,.930137960572332,.819948739393608
36,.853061261089284,.901848732080802,.984781893071939,.934878127906901,.897303125998068,.888827321049812,.832153256703929,.848785316161413,.980737368651816,.866767012620546,.903085556194449,1.00691349790544,.918176684218475,1.02949730663804,.836601148380640,.955536817196528,.868987975967083,.863960031908098,.956774522903331,.867814350891602,.959087039039636,.861087157410443,.916097270244750,.908453118937606,.931674564694822,.870456320694741,.854469407283514,.947020607520322,.949533719245173
37,.851822336806600,.878177314200149,.981553462754838,.941591513414681,.895859521275659,.853529392497462,.813025915306807,.832795582127769,.962567226501296,.877039747527551,.869556401938756,1.05231207132791,.936636274516222,.970475564546107,.857640930893036,.937341524434424,.838336687589095,.896163604848555,.967549144367087,.909770533262773,1.00500041158145,.855174558309017,.927396116614924,.903918697244489,.908178076948842,.868016887837590,.843217188230848,.943661698534644,.961100609167119
38,.863631250073495,.883688150491857,.997382406587388,.909671530666736,.895845408858537,.903735347723359,.800204955546014,.827466043981255,.964059921008030,.886262958882035,.931159232016640,.985090163792414,.927734594512220,1.03444468872205,.821866083665019,.907767896517400,.892594015483680,.819531853140026,.982111048394897,.906666637965482,1.00246528794687,.828312119296240,.937232652223071,.876514142318907,.914885368120132,.865218598476984,.851289740734534,.939530647267731,.866047110664584
39,.865881589342672,.882157381079067,1.00580439134192,.936032179548480,.897604839362985,.916225031369300,.849893186091914,.849721476578071,.949449750858431,.888676163216231,.945016250365693,1.01577533753059,.946115211548675,1.05210886236115,.853620234144719,.911219705531428,.873936501752623,.787056350687794,.962834447589226,.905141194836519,.989678281322312,.828994844316621,.936472324566698,.896733952310101,.907724242544609,.885029314216240,.851365682687903,.967771033237246,.924916224874712
40,.860244143210453,.862358150610900,1.00550860365337,.935442781938035,.900977274320418,.915428945573651,.799047368201584,.813932326496641,.913357208196488,.891636254834394,.813367308501833,.987257752845437,.932705767212188,1.05387053171347,.843496889956241,.930803941711181,.913052699246625,.882414633198894,.947863230301498,.907008843815689,.987676445997060,.852081442931512,.931937037443049,.893572264515375,.942181370459686,.845382973022817,.859387848367116,.945915792051196,.909097425891997
41,.864599509558568,.909856001535424,1.00342977027860,.916767322076276,.904346940647816,.880132967716255,.850211756672034,.842629084234396,.957719530855439,.889907464800845,.868066352673786,.961097918540209,.932676502284364,1.05096494944131,.832138192656399,.917796076083171,.887856250353865,.871121321127158,.912732505400028,.910325309418882,.993306159906471,.836163686430045,.946318865808159,.878466688200542,.930804362968185,.877686892638646,.856859116427835,.930533753517584,.940649404420160
42,.850895124063223,.876623436263373,.949033970493789,.915853674540837,.905641243128141,.727989407586552,.827409693298029,.849068184463032,.944252724980168,.881080047525095,.673354679446762,.919672854786081,.916565010089660,.965560927380933,.844272160576278,.859847699560936,.867734046983259,.889761989115542,.930109140007385,.783709690308383,.996803171310923,.821913679454631,.934846230171016,.731706554321242,.941245029022260,.885079296680831,.864782128324595,.936635482126352,.922781991858932
43,.836074190491763,.914424832397050,.968897532070168,.924454817848468,.992812289810953,.901123240656837,.844463872538310,.855660238206438,.946365442633182,.836296555914378,.850914250324837,.890793953591463,.929940719324762,.976963498963374,.854309375572710,.826761828846460,.890177373715306,.899098851326350,.927096257169916,.904916816738972,.985974020233234,.848743853003914,.944677561945369,.917578988807433,.955420219211034,.894565154663248,.865511423930132,.942149814253210,.806920458184693
44,.881063057141041,.865580670826124,.968723059677724,.893256746552443,.925144043863260,.869763355574649,.822373803906609,.862637156021136,.909892776962031,.819069746388781,.918596880598438,.860862667408521,.925249001060334,1.04308415902978,.848825971584659,.853839176557453,.880759840962238,.906469479633786,.932374338520516,.910829898063584,.959881003336840,.850638564250033,.925638358540600,.926916343725423,.952051948939855,.890011655225823,.869236879233701,.941916480211410,.901247194528607
45,.877344309809497,.856257742931984,.999076774877403,.928442567659724,.930696131939152,.858523571803434,.867569793016029,.855212532662031,.896720015089409,.862923387905458,.856453913476665,.877013300721876,.926512653935009,1.01806278415177,.849787321395379,.861584587448908,.855207669533005,.900055993014452,.925654920049669,.906715880278265,1.00936532539937,.869371395309666,.906038368524844,.918009430752644,.920633822137416,.899687985839263,.867543766636619,.965120320163166,.755480980925580
46,.865853351922406,.866339503918422,1.00298263649794,.914821077806717,.954985027421722,.880060384970563,.867635888883543,.857979353495192,.874085630565721,.890586091054665,.956517702129449,.863809331360539,.944345010244216,.987610233545986,.836687522901237,.822804521848079,.885356707990986,.906038137721326,.956962428965048,.910109833300969,.968494337156941,.899934009852721,.904498325920174,.904127505742355,.941327707797169,.908268257065120,.874785614327610,.943335339661909,.974718469875828
47,.889563971455548,.899995023679683,.971508221974790,.922661102824722,.985222786077455,.819676636221448,.871981481807874,.815522416271312,.949004738900251,.913179532407964,.912062649433444,.883373657263060,.927280218528841,.994022613652809,.850369214659363,.870460290146338,.884971387569590,.916130403368194,.928204157249397,.894568740309651,.999426469217405,.878744758264649,.937766635218390,.906047809129725,.943725601595291,.894109114453142,.862476027110745,.971931915706395,.951081286036890
48,.883295388537644,.893831294970547,.948770855619689,.909019617928099,.890590246117280,.797131750974569,.838818874914992,.870493714740275,.938999875123715,.892293224797750,.808966858015873,.927757608640180,.914877461171418,.973393514212398,.856465085880468,.854272871622182,.900487828380927,.889644445066418,.937886687641850,.875336654330770,.991938362482010,.892982725429558,.921915915133991,.771061361149782,.951194655245497,.881949538208909,.875854605718483,.971487185606804,.894447771827572
49,.880333555354397,.878241642895767,1.00881753522752,.920057769955527,.867933341670599,.854819954291233,.781542241537994,.824252228091402,.877071576863139,.905954779253239,.672220532435390,.908809518918286,.905775225614646,.985419265924816,.838525141365341,.818621345882193,.902674491098597,.899844782571105,.907676486760754,.903760759062420,1.02276318236199,.832669755408649,.918003493634877,.763500349090520,.939476471192304,.906311245962784,.878650581324261,.985282231189060,.874044927481502
50,.887754096061892,.892777816075780,.945389698222716,.914810127763151,.867531324142420,.898534741562212,.792317701045123,.830595475151592,.907980409244976,.907392009814902,.941453882412766,.877969481107224,.889439040692831,.851331474111991,.848712672459258,.926229550169122,.892931598196107,.916559033686514,.894832790640889,.934757939933794,1.02015822200053,.846543990236060,.887392507283824,.869845400495824,.943570397070448,.922936949238946,.906637810201261,.968611458727518,.776066572460449
51,.891381759448246,.901650324665817,.982728999191346,.853395957571666,.885295811828941,.931324810738799,.855908208684954,.817499527756354,.954513241774598,.916366773346186,.868962080715361,.848970602832001,.919737535670593,.971968100094013,.869787494105426,.841047566029693,.857464722952471,.824464706887578,.900118204546234,.919187035927744,1.01562572578569,.898281285917860,.865897452206753,.878747199554362,.978786492809060,.903246990652724,.900195520220631,.962400304323537,.945274638651957
52,.896952146377386,.865296456431271,.936816785429420,.882765455489050,.886068912292806,.820831255723469,.843413928825103,.813944319511445,.954772328949511,.951845989256259,.669655644530296,.902039433994907,.928764344533732,.800809524800291,.847721451750616,.771684573405442,.896250023237505,.879767306058723,.923755596910986,.895014512701363,.994560587831010,.804290095326263,.877884198819519,.732908123566741,.931782806041964,.931137915701304,.887735729040682,.953780014795369,.891538928764628
53,.894883086662518,.848015235675929,.945550071403881,.925735808131751,.887174364526481,.915562531203167,.867755538811960,.871690058124064,.927651654309611,.940490849728919,.885123681684220,.920318097658516,.933555985004098,.835803222101364,.756200885672092,.894475415592437,.960916303009283,.898727013989398,.914885694255051,.904830272223639,.999474567216259,.750738125152552,.883158499611650,.905790397592157,.969902602680513,.921846388559818,.885264532914982,.969237908911497,.837314277010817
54,.872608288796504,.882925182009046,.975781851087347,.901790750155331,.885805297180214,.872920498672360,.796949228098285,.807274132980658,.929866234249714,.856432752446982,.859209482038725,.813739377983135,.945139365250543,.953609308471425,.754141047655069,.895980308475812,.854465237481320,.927506957859185,.928850822844002,.851033654818759,1.00353709542068,.822327883646721,.908173397501693,.850947740983906,.974350066542320,.937869946100689,.891078700825016,.947855989718451,.860333992962415
55,.888064255193115,.899239877270707,1.01353283658917,.926134352927410,.885353362493676,.827134837762104,.886010917734949,.923084172394078,.939752768464467,.940469279988264,.929328655247567,.924030968001602,.924408934182409,.931158300157731,.792870352903744,.818768035727867,.891823768982882,.905538097224828,.916798538441203,.931383196918949,.979192185919479,.855385244658513,.927791114094252,.939473274302469,.987151332249206,.928556990067845,.886667926525217,.934338063370900,.964754937263100
56,.884858257231724,.842773067137636,1.00178555707678,.877047317985796,.884665223880294,.872950310385222,.798978598274260,.940568570017160,.933697863584719,.931125613105715,.789410044151542,.855849930713642,.914679876266196,.858665657023865,.853032784451741,.860291541344357,.875262218981424,.930197737399555,.931292294701091,.896382930035699,.985033481175092,.810201284395886,.908142574004654,.951636857850409,.984841300413326,.933200679474645,.890320403497200,.943255549126886,.904310552465423
57,.892092643927077,.826954810005894,1.01234371659769,.927954376454425,.883141862517682,.829499636548942,.865124048544221,.936508727317620,.924670131895284,.901623743677134,.851956191682694,.923125030165149,.945581086471688,.852854429410193,.869457201834004,.785638194511105,.842010214823540,.914750169413017,.887498147513077,.934549855236792,.963369333317761,.866350786391536,.903227790323155,.992124053953208,.987180833407096,.927104782298575,.887802120439864,.942437977975751,.922021087852735
58,.907070187737619,.866960153494128,1.02730301626873,.941709581653951,.882839703716935,.877152003838294,.881206053401730,.944057350738986,.939936570314146,.925212814735449,.845305319528461,.857530068775555,.887516526359578,.913786691646389,.845575866594271,.827837209126808,.832052421119007,.888946476886725,.873658481641746,.942119762056974,.981810893059816,.795230832948817,.906802514653245,.992174631261709,.984934607718617,.898050419189996,.893332257543895,.921483906932464,.832003826761995
59,.890498189922184,.782136806106418,.979719086918101,.888669205555143,.881895245593276,.796855282060849,.887741313665401,.901496379103169,.919302411308740,.960626816743640,.915135112013915,.876311473336800,.908851338749621,.926003945737132,.836622186347754,.774568968678200,,.894256367611631,.911368780882111,.835982027852709,.994467948102466,.848991363057395,.913581160007253,1.00026634573222,.973718189383798,.917274344564295,.874260784847076,.904007579825578,.897810961877613
60,.894224581503748,.864264033869866,.931460779179033,.890600240773785,.882269701397124,.828866819990184,.879330347187623,.947941272117700,.970040986912734,.929645019319610,.821611287550997,.848831237237387,.910217002649739,.850684108365232,.833469627675352,.795699019080334,.771061613833375,.907757820403674,.884002232005548,.740812904943461,.994068453211862,.877565394510762,.906810818436982,.741616176686396,.992421037962145,.912757004348692,.875475950446470,.902575717502338,.930173303427307
61,.875678488436174,.765660931155811,.921188054249631,.894624870556914,.882470994820219,.919106701721773,,.919808002845508,.957414966678557,.852212080766642,.774520422983847,.824751281315097,.913918886372831,.806726864897974,.829500493297856,.827475721861256,.771285206841440,.929206025945121,.850316812575660,.937254062048641,.974868398776154,.860477180764107,.922960687976856,.987000666121998,.999438261341030,.909603869305841,.865272267132747,.932590614781177,.880897945880166
62,.903567662380823,.865420564916654,.971259401189242,.899297080650356,.882452284231011,,,.918027666164502,.936120711534468,.846181598637405,.689149715860439,.818314567089199,.929392833847928,.856186868709025,.763399415129866,.805821967373983,.861045388777037,,.871998426976697,.843425699623230,.977001833906054,.793445090843588,.927969751568796,.842570279827481,.977097092612960,.899320728859398,.881723241480507,.889213902791725,.857404811545034
63,.894027371134997,.872244845370711,1.05263252104796,.900542637479544,.883970726395566,.956231225221195,,.869197765074563,.932596400074786,.949837934104209,.895824862175887,.917982915851942,.948153349711540,.970102561589655,.832452247675619,.877973790147178,.964874667908340,,.843291132614728,.920381931220843,.900758385242577,.872597620685365,.923784727974893,.925862011024645,.984681413781405,.898692790501935,.890569027902383,.877052375472489,.931162718869446
64,.904208206093174,.887886234343604,1.03229827483195,.898456487139776,.884705231581353,.901934097834104,.802110611101673,.887685698441206,.845491066926048,.937927940433560,.819101358782829,.876518347627754,.949525192113458,.965223928936687,.846246933277964,.879494088065115,.956724839257702,.879837376174808,.802734775454107,.811569594871585,.946647223808116,.794191701012303,.940279658107280,.649688315649898,.977513117682293,.931833697346934,.851963492255853,.855624235739590,.886004638004718
65,.911287803933388,.883142361604316,1.04192209897207,.899235056808495,.883416497381365,.822221281648512,.817995226095089,.917029406956625,.926094363378509,.886646597117128,.774702551861909,.873705848121677,.947569063792801,.967196832114367,.832446966161642,.865077439443340,.983703360844930,.925196083787492,.894189406142606,.896652288657968,.945613645236726,.878084629949621,.935309196244279,.741177636793901,.981017695145404,.922321231889084,.849723588058027,.839716439391535,.898406515063660
66,.908445562044792,.829928231441614,,.892255710371196,.882774815997014,.867365528052288,.800437215247147,.863449530542412,.937125716031619,.873962646938705,.889835208092197,.865833956062156,.907618405155753,.874057704451916,.835542948334012,.870227037419164,1.01127402307318,.871745766114192,.878657311570608,.822431589794222,.956700111274048,.877847876694368,.994953541624652,.810688605593191,.971140513908672,.936119660063825,.906859257112477,,.763848185151154
67,.924759793070122,.810954699754879,,.876562811356254,.883283007617180,.875140573328704,.863489266335739,.913662838598011,.954470889229089,.913611575036262,.856161391455190,.964730393976070,.934013587590328,.923073768772398,.843978473153056,.825274436724746,1.01140992271350,.915813615789748,.950548707319766,.883231756051623,.930282358289715,.872898743287600,.986802175789207,.982799336798221,.987150880902390,.914249521525142,.923842980194193,,.923003543980383
68,.911623300513910,.876905246869475,,.870955973905147,.882507757488793,1.04002843796363,.855863999229118,.928377831571822,.895556275727383,.917728867727595,.827036453016278,.960280204118931,.921561435097859,.990201083504453,.861007068090894,.828438513631510,1.01181719818090,.928477962367278,.980725790284979,.922151257859543,.993761796596577,.904091866311514,.978619382127106,.985662497793674,.978473938896037,.892268093230330,.909530244744087,,.908507255096151
69,.900551348286517,.882082047984189,,.891529766628063,.881803860227483,.881804594110098,.869844813931487,.926652278295981,.949029312877108,.931555868587055,.772372468530819,.901909454243697,.915039088660846,.936768847902999,.902671507293909,.857772195144664,1.01252479510903,.927793585109487,.965142972081557,.932125695730258,.966670470423954,.954315034849720,.952810014243241,.984753224830052,.994789949350367,.923156109462550,.868952515167260,,.890849946774834
70,.896241429722945,.881143586605949,,.880795721512592,.881606255229102,.932053961069222,.860454814910468,.943188932201002,.957896983577011,.925878308247116,.879872212577557,.946781320951601,.936098259877916,.902951846588330,.899751839556879,.930516230500942,1.02776855770746,.899498006759180,.955767882170470,.921473006533407,.962672258071070,.930116025916281,.945561911735130,.988949574926714,.976434131334860,.876495706826710,.890506163468868,,.951094663263434
71,.912180871330793,.898363868297039,.983077303271226,.910388485327968,.882185541314044,.832716880321565,.838606446287806,.974486703538385,.959339946753625,.971574331370538,.893109576148025,.876226946103451,.949533374521563,.949229387522399,.923332065903132,.839652856263107,1.02288109078530,.897214509140659,.964812349859509,.919995993641092,.971717039588889,.955389611955971,.945602428373193,.947033799025048,.966344822209348,.933732842152359,.887854057921664,,.959105797706584
72,.889686173735683,.887613002858775,.967142449782289,.894509567164223,.882548016769328,.887793042764982,.848946496615744,.947238321561112,.974307907781167,.924468477544371,.806287636029519,.942605961684920,.926406649926038,.959601367266958,.982842084410080,.866705938144914,1.01731395177016,.939156379218487,.939567195578415,.923940047835503,1.00422168614961,.923019618898174,.958240429852532,.768946886215753,.983401045543601,.896277713838574,.916024973997785,,.929649679135773
