MONTH2,ANA,BJC,CER,CHE,CIG,COO,CRA,CSO,DID,FEC,FRE,FRJ,FSF,LND,PTW,RFJ,SDR,SNA,TBR,TNA,TPA,TTI,BER,OAT,SOA,BAT,GRO,SHA,FRD
1,.710618429335953,.800514007124537,.849105206727179,.865151226125120,.655425537225018,.828966696799677,.726946610907968,.626817139205265,1.00420087165408,.778096450492187,.924652710909817,1.02035126732475,.844949267675518,1.05356304467062,.866651504702858,.916372729388846,.964664750541088,.797649151685768,.831020879386457,.925921415976776,.774356052893267,.959368704426647,,,,,,,
2,.717926165944623,.791612311581702,.851306341351787,.886318500281699,.701582899967041,.815271155272185,.743374219224421,.635463506173938,.982267413347893,.774510038875526,.928344973426784,.983412134296219,.846230774275236,1.00781521386302,.853555464070073,.957639777141266,.882470906420756,.753872230315624,.794224205952853,.932694790727636,.809635374426015,.954071715537554,,,,,,,
3,.719439134897563,.814407792282985,.857163073680917,.901505830406294,.753594113052983,.849293780299608,.752890766121218,.647067540698056,.939127699250487,.779336852751017,.915440990745309,.936003060638081,.859944968472825,1.01502187543684,.862346139712170,.957093186334137,.860708727685313,.751648921593607,.805388252949583,.906606224734583,.828630865213940,.957776291118373,,,,,,,
4,.724646790879144,.820794831825677,.869022941622679,.914068614655934,.709485113238423,.856526249446428,.743161336461376,.640063978314234,.971216660263438,.782137697907870,.967401044317297,.946274378159653,.851192899815193,.970083609380379,.855644027449241,.945698935083292,.986058475743087,.796808011508974,.769430313871815,.881712268516918,.793944317040065,.949739344881797,,,,,,,
5,.722822645967993,.753192639942623,.852920959336309,.925974265550064,.709568971362789,.815686056294349,.794599049793354,.633840190396750,.986111523370232,.784944070840627,.953642313160370,1.00626633387009,.853621173362200,.985694992782726,.859747122148421,.986442193570888,.942446884704257,.800214217556810,.737578872599661,.930979609674749,.795290338672005,.908051638941499,,,,,,,
6,.722006617116833,.821104695660402,.873014756342419,.932747347356212,.707545959947961,.846510697585607,.788676109511008,.658034058979885,.938117004878077,.795575183102472,.926405510262535,1.03987935711383,.826693945355333,.981643625295680,.839259785519921,1.09843867252916,.957478017632148,.818701478680148,.818099945130911,.831899040403949,.819696879544207,.900518108260359,,,,,,,
7,.733351797010387,.835047535698237,.867559328795514,.915863848192183,.706697132538321,.859923999915133,.791908412898473,.652411145729794,.994660775313189,.794484508369479,.980989593125256,1.16419151163090,.827102202653700,.995158729985310,.858907893859371,1.12083935449187,.936814035625615,.810628182331941,.802797850621284,.875248416737869,.807617366364416,.951101111422191,,,,,,,
8,.740544845309729,.840990501846002,.881021472735611,.917008372939748,.709686329893782,.839598248272765,.777954837112666,.664072835079987,.956266213169409,.784843625780575,.947458955447325,1.11126069190457,.841124023359257,.971062448284738,.858646576270472,1.14099817469590,.893271223204150,.796102987334535,.813613645927199,.882599517206176,.829054416420829,.936533939954184,,,,,,,
9,.746050449474636,.820412044016329,.873377653970713,.887527865673308,.715569382199979,.841754700847441,.810322347652398,.665213129790193,.942299044313726,.783523505172843,.946048572455858,1.11186157596279,.846467696831914,1.00100658969331,.857912613606843,1.03071445831284,.994020028976101,.801921918849847,.820553740675976,.896121492323581,.829708016946866,.992860381655407,,,,,,,
10,.751351688025135,.825147130307748,.887045020973169,.895720654453005,.716399970534987,.832609186486480,.777260077004684,.683848232884928,.986699131946721,.782484530016697,.947188785374919,1.07715640246216,.841461964241003,.982540274329892,.812418896935828,1.09665126342095,1.02040109813878,.802823426812957,.805269986266340,.894348647418256,.815136009586969,.969088141451994,,,,,,,
11,.737866331293823,.844417193615912,.890476957039952,.920569477354106,.715264390218148,.864194272321842,.831077024166655,.677726156246106,.940794299788014,.777851783539685,.903773406206343,1.08618888480570,.833507877899071,.961778593654957,.854037185664985,1.09609966392582,1.03450425973897,.806555575986367,.801828382833125,.877863815956559,.833224334607109,.964865290126450,,,,,,,
12,.748226902433645,.844993643702081,.895058748269112,.911742020608283,.715426477572700,.853820170532161,.804830105614342,.694086020945675,.893646529684679,.767344856437959,.921057082520097,1.07052617054177,.831069268589651,.964894739856651,.832559428648800,1.10857171549198,1.01898936468238,.838050458200806,.821292680334414,.888959454838836,.829428115913273,.948437794018716,,,,,,,
13,.740336288526965,.827339913378569,.845767410256605,.950045353498214,.715186702959339,.821073515092238,.809081548531717,.687101225392963,.975789532540406,.801391972286708,.900721960745360,1.05609678261802,.833639026415437,.969059816475608,.833460295043196,1.03476398561475,.888760539230057,.818214993315848,.752149978387536,.895734415789955,.834662682679568,.919859976281939,,,,,,,
14,.747960438517449,.845307232172274,.906997275665789,.888996724715207,.718118808405670,.876969954910235,.778967247451458,.703290942063609,.953391735822708,.783719684224974,.953749930997435,1.04725132551072,.852169729633769,.997569048701563,.863587946785550,1.02350929723436,.968178885548876,.775394352509648,.815412746482806,.899600732521829,.879422783973241,.953243730564610,,,,,,,
15,.762379671239474,.850211950687751,.915618078240541,.929623265826828,.721618116512346,.886651137438037,.788551746198132,.706245777290985,.953763788033162,.779917465666840,.841071482676724,1.02201553018379,.867370929956754,.952299701385372,.863981198448688,1.03227422531614,.881197949806856,.768751491989394,.821300845030499,.901132135165154,.859078597230494,.957271487477540,,,,,,,
16,.748917940249831,.848560975165050,.922844698133234,.902828240221685,.777010451908567,.866647686721870,.704874894664904,.701452093525047,.978253905506451,.787751089993584,.889386824170385,.956540265801374,.850196113777183,.963851201255222,.867239396655216,.891940508156497,.851020621024021,.793391586792977,.786362540899995,.885582993805013,.827809800530400,.866496851420892,,,,,,,
17,.757596452571434,.849552087491308,.922522331110434,.928046271107849,.790439689333251,.836221740772766,.758063287212925,.693417086462275,.963670386421983,.788575542665937,.872467986806549,.906675518548072,.832911365988961,.958697102623797,.800796949451474,.938745854288735,.923075945351842,.845706893441388,.788370447287731,.661178268383236,.863420366705656,.956872256086034,,,,,,,
18,.753756024530376,.825124901187239,.899862221645806,.922403653197848,.790879146950329,.843734873036652,.783635834349191,.716593824913756,1.04193543815279,.779542722000943,.760464098965433,.951964107351012,.895333280945030,.999106296190356,.857623083709167,.930908746030226,.841638258274592,.824723872103252,.833130507384671,.866632170607456,.886370796537903,.956230661064005,,,,,,,
19,.765769063780942,.878128553469984,.921837970564468,.919939010991360,.791188610065960,.860543550497583,.807942269132197,.711628171096593,1.04641834574150,.809426794046866,.964112439312414,.931822283863946,.866683100470765,.960768481812197,.871045297592738,.810360311309224,.870717877730761,.835078991748167,.861126237514152,.910620458112404,.878224652789295,.958501187221494,,,,,,,
20,.779261220383397,.856658561086204,.911964282129501,.906430316701207,.793609813356919,.873212834794582,.806417774724397,.720985693510411,1.02383446433400,.806743704480399,.881327457585720,.937483175247439,.907690095944994,.999912961007097,.860901083023458,.887984204564903,.915145002039947,.862209121482647,.860121252661585,.901655161042332,.931575182586030,.941419156059494,,,,,,,
21,.808294702113360,.835694642199688,.928087677947310,.896779309516256,.817593761021755,.880650809336672,.842962415019788,.730482205742226,1.02162130503198,.837584562232779,.889783136293960,.933017738015517,.879704600943898,1.00931826392456,.826779341403115,.821629940921136,.898581803441774,.802366748462339,.858108140006740,.881485833958425,.923101799781211,.909874676691782,.893668972901241,.874447878021851,,,,,
22,.815384656208494,.866022998367679,.926179738891868,.897785446026332,.819557158898832,.897813722145589,.856548449302470,.745893689569196,1.06221550805293,.853034621037978,.964205448035268,.902707639434232,.882218367333327,1.00147438047318,.856323125177046,.894391555341033,1.01866774115650,.809652620908706,.866857946511388,.870647415563477,.932196028389033,.902301048508811,.870434691329293,.876626934512368,,,,,
23,.807095817740226,.872681068422596,.934675021375119,.902407427031669,.821083825726879,.904265512762715,.861506975585581,.752862489793272,.972619390987556,.844741407712830,.943660710927065,.884907300769072,.905397292738514,1.01344911958365,.857969141282056,.857700688827660,.925248459130691,.833776023440605,.891211438182649,.884498183332479,.924055125550477,.827222546256766,.886020235460665,.875734053741577,,,,,
24,.796258977821432,.872416240978852,.930507631108889,.898314702188154,.820975797239171,.859365740868073,.820300284821600,.759040530258813,.964167486464853,.857450485143155,.932272402279539,.975963747113035,.883722277282243,.989838794300965,.859370343169050,.908016656063362,.897326601863698,.867408021665037,.933729208903148,.857312761997630,.930293821842106,.764268556099105,.871260220630906,.874084922262536,,,,,
25,.805399589169326,.859699077673698,.948552681802905,.942176116290390,.821281360021702,.890612050918880,.850129617186316,.758492618258875,.857022692677746,.854886352423128,.741025024113928,.910940467092642,.905850367447740,.998921946286457,.814863234328137,.905423996298515,.885474928425007,.866750519280845,.909248199527949,.876416333244197,.932929044833579,.796808226391953,.885660163133635,.853963082450389,,,,,
26,.813021095712499,.865646949729082,.963625131864304,.942347685146825,.835626337913271,.877002888831871,.824858008559743,.768208845387856,.976735060490695,.870336606325099,.950098808486903,.906675230383658,.863472737882714,.990071763255234,.843590394354600,.917848341981380,.858843524168251,.773324095346235,.933335294161845,.847079617314133,.972366731289527,.834559040277161,.879881358431011,.864875250783476,,,,,
27,.820681247146278,.882584494061558,.962122389795091,.923544089666327,.850463853680889,.911495546386612,.851848847261293,.780945964332564,.982613437754150,.863417828028221,.932855283655606,.927781303142421,.902721357651607,1.03268371926650,.865136851167290,.927465546661408,.794648754502814,.795128836176372,.951187935702822,.846735946998067,1.00079331125378,.858298073906691,.874538131708275,.809204886945378,,,,,
28,.825368873613502,.879802104721534,.948650893776129,.920392954015581,.850518507259174,.917372697549717,.805207576341679,.789750534242540,.969666990455537,.834313559972620,.747021572234261,.954640563774728,.866440518433992,.965693891945648,.867991697791555,.911012788432356,.877388027042917,.841032465491006,.956765323358907,.893033232516815,.982184912720820,.852342637203180,.896267937503612,.878091588837262,.866092649103271,,,,
29,.829184763776415,.913459759711587,.972813334129478,.935260273463600,.852336481832145,.901093098527431,.858797605540623,.776649114270654,.919716123869240,.865971361318760,.942743004158955,.971898328154695,.844916533651002,.941098904690416,.858839998878707,.868696530286949,.951957874088578,.878339349138141,.925117463197318,.888175700473064,.993418123442632,.848058802306849,.915900282473539,.825672275938038,.867998309392694,.859802029065356,.857878821178451,.926756276856648,
